Mod:Item:MetaData, Localized Name
enderio:block_weather_obelisk, Weather Obelisk
enderio:block_experience_obelisk, Experience Obelisk
enderio:block_painter, Painting Machine
enderio:block_reservoir, Endervoir
enderio:block_omni_reservoir, Omnivoir
enderio:block_simple_sag_mill, Simple SAG Mill
enderio:block_sag_mill, SAG Mill
enderio:block_enhanced_sag_mill, Enhanced SAG Mill
enderio:block_slice_and_splice, Slice'N'Splice
enderio:block_solar_panel:0, Simple Photovoltaic Cell
enderio:block_solar_panel:1, Photovoltaic Cell
enderio:block_solar_panel:2, Advanced Photovoltaic Cell
enderio:block_solar_panel:3, Vibrant Photovoltaic Cell
enderio:block_soul_binder, Soul Binder
enderio:block_powered_spawner, Powered Spawner
enderio:block_vat, The Vat
enderio:block_enhanced_vat, The Enhanced Vat
enderio:block_simple_wired_charger, Simple Wired Charger
enderio:block_wired_charger, Wired Charger
enderio:block_enhanced_wired_charger, Enhanced Wired Charger
enderio:block_wireless_charger, Wireless Charger
enderio:block_normal_wireless_charger, Wireless Charging Antenna
enderio:block_enhanced_wireless_charger, Enhanced Wireless Charging Antenna
enderio:block_wireless_charger_extension, Wireless Charging Antenna Extension
enderio:block_tank:0, Fluid Tank
enderio:block_tank:1, Pressurized Fluid Tank
enderio:block_transceiver, Dimensional Transceiver
enderio:block_vacuum_chest, Vacuum Chest
enderio:block_xp_vacuum, XP Vacuum
enderio:block_travel_anchor, Travel Anchor
enderio:block_tele_pad, Telepad Block
enderio:block_dialing_device, Dialing Device
enderio:block_impulse_hopper, Impulse Hopper
enderio:block_simple_crafter, Simple Crafter
enderio:block_crafter, Crafter
enderio:block_creative_spawner, Creative Spawner
enderio:block_cap_bank:0, Creative Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_gauge, Energy Gauge
enderio:block_power_monitor, Power Monitor
enderio:block_advanced_power_monitor, Graphical Power Monitor
enderio:item_capacitor_grainy, Grainy Capacitor
enderio:item_capacitor_crystalline, Crystalline Capacitor
enderio:item_capacitor_melodic, Melodic Capacitor
enderio:item_capacitor_stellar, Stellar Capacitor
enderio:item_capacitor_totemic, Totemic Capacitor
enderio:item_endergy_conduit:0, Crude Energy Conduit
enderio:item_endergy_conduit:1, Iron Energy Conduit
enderio:item_endergy_conduit:2, Aluminium Energy Conduit
enderio:item_endergy_conduit:3, Gold Energy Conduit
enderio:item_endergy_conduit:4, Copper Energy Conduit
enderio:item_endergy_conduit:5, Silver Energy Conduit
enderio:item_endergy_conduit:6, Electrum Energy Conduit
enderio:item_endergy_conduit:7, Energetic Silver Energy Conduit
enderio:item_endergy_conduit:8, Crystalline Energy Conduit
enderio:item_endergy_conduit:9, Crystalline Pink Slime Energy Conduit
enderio:item_endergy_conduit:10, Melodic Energy Conduit
enderio:item_endergy_conduit:11, Stellar Energy Conduit
enderio:item_capacitor_silver, Silver Capacitor
enderio:item_capacitor_energetic_silver, Endergetic Silver Capacitor
enderio:item_capacitor_vivid, Endergised Capacitor
enderio:item_stellar_alloy_sword, The Ender Mark IV
enderio:item_stellar_alloy_pickaxe, Stellar Pickaxe
enderio:item_stellar_alloy_axe, Stellar Axe
enderio:item_stellar_alloy_helmet, Stellar Helmet
enderio:item_stellar_alloy_boots, Stellar Boots
enderio:item_stellar_alloy_chestplate, Stellar Chestplate
enderio:item_stellar_alloy_leggings, Stellar Leggings
energeticsheep:energetic_shears, Energetic Shears
energeticsheep:energetic_wool:0, Energetic White Wool
energeticsheep:energetic_wool:1, Energetic Orange Wool
energeticsheep:energetic_wool:2, Energetic Magenta Wool
energeticsheep:energetic_wool:3, Energetic Light Blue Wool
energeticsheep:energetic_wool:4, Energetic Yellow Wool
energeticsheep:energetic_wool:5, Energetic Lime Wool
energeticsheep:energetic_wool:6, Energetic Pink Wool
energeticsheep:energetic_wool:7, Energetic Gray Wool
energeticsheep:energetic_wool:8, Energetic Light Gray Wool
energeticsheep:energetic_wool:9, Energetic Cyan Wool
energeticsheep:energetic_wool:10, Energetic Purple Wool
energeticsheep:energetic_wool:11, Energetic Blue Wool
energeticsheep:energetic_wool:12, Energetic Brown Wool
energeticsheep:energetic_wool:13, Energetic Green Wool
energeticsheep:energetic_wool:14, Energetic Red Wool
energeticsheep:energetic_wool:15, Energetic Black Wool
engineersdecor:treated_wood_crafting_table, Treated Wood Crafting Table
engineersdecor:small_lab_furnace, Small Laboratory Furnace
engineersdecor:small_electrical_furnace, Small Electrical Furnace
engineersdecor:factory_hopper, Factory Hopper
engineersdecor:factory_dropper, Factory Dropper
engineersdecor:factory_placer, Factory Block Placer
engineersdecor:small_block_breaker, Small Block Breaker
engineersdecor:small_tree_cutter, Small Tree Cutter
engineersdecor:small_waste_incinerator, Small Waste Incinerator
engineersdecor:small_solar_panel, Small Solar Panel
engineersdecor:small_mineral_smelter, Small Mineral Melting Furnace
engineersdecor:straight_pipe_valve, Fluid Pipe Check Valve
engineersdecor:straight_pipe_valve_redstone, Redstone Controlled Fluid Valve
engineersdecor:straight_pipe_valve_redstone_analog, Redstone Analog Fluid Valve
engineersdecor:passive_fluid_accumulator, Passive Fluid Accumulator
engineersdecor:clinker_brick_block, Clinker Brick Block
engineersdecor:clinker_brick_slab, Clinker Brick Slab
engineersdecor:clinker_brick_stairs, Clinker Brick Stairs
engineersdecor:clinker_brick_wall, Clinker Brick Wall
engineersdecor:clinker_brick_stained_block, Stained Clinker Brick Block
engineersdecor:clinker_brick_stained_slab, Stained Clinker Brick Slab
engineersdecor:clinker_brick_stained_stairs, Stained Clinker Brick Stairs
engineersdecor:slag_brick_block, Slag Brick Block
engineersdecor:slag_brick_slab, Slag Brick Slab
engineersdecor:slag_brick_stairs, Clinker Brick Stairs
engineersdecor:slag_brick_wall, Slag Brick Wall
engineersdecor:rebar_concrete, Rebar Concrete Block
engineersdecor:rebar_concrete_slab, Rebar Concrete Slab
engineersdecor:rebar_concrete_stairs, Rebar Concrete Stairs
engineersdecor:rebar_concrete_wall, Rebar Concrete Wall
engineersdecor:rebar_concrete_tile, Rebar Concrete Tile
engineersdecor:rebar_concrete_tile_slab, Rebar Concrete Tile Slab
engineersdecor:rebar_concrete_tile_stairs, Rebar Concrete Tile Stairs
engineersdecor:concrete_wall, Concrete Wall
engineersdecor:panzerglass_block, Panzer Glass Block
engineersdecor:metal_rung_ladder, Metal Rung Ladder
engineersdecor:metal_rung_steps, Staggered Metal Steps
engineersdecor:treated_wood_ladder, Treated Wood Ladder
engineersdecor:treated_wood_pole, Straight Treated Wood Pole
engineersdecor:treated_wood_table, Treated Wood Table
engineersdecor:steel_table, Steel Table
engineersdecor:treated_wood_stool, Treated Wood Stool
engineersdecor:treated_wood_window, Treated Wood Window
engineersdecor:steel_framed_window, Steel Framed Window
engineersdecor:treated_wood_windowsill, Treated Wood Window Sill
engineersdecor:treated_wood_broad_windowsill, Broad Treated Wood Window Sill
engineersdecor:iron_inset_light, Inset Light
engineersdecor:iron_floor_edge_light, Inset Floor Edge Light
engineersdecor:treated_wood_pole_support, Straight Treated Wood Pole Support
engineersdecor:treated_wood_pole_head, Straight Treated Wood Pole Head/Foot
engineersdecor:thin_steel_pole, Straight Thin Steel Pole
engineersdecor:thick_steel_pole, Straight Thick Steel Pole
engineersdecor:thin_steel_pole_head, Straight Thin Steel Pole head/foot
engineersdecor:thick_steel_pole_head, Straight Thick Steel Pole Head/Foot
engineersdecor:steel_double_t_support, Steel Double T Support
engineersdecor:steel_floor_grating, Steel Floor Grating
engineersdecor:steel_mesh_fence, Steel Mesh Fence
engineersdecor:sign_hotwire, Sign "Caution Hot Wire"
engineersdecor:sign_danger, Sign "Caution Really Dangerous There"
engineersdecor:sign_defense, Sign "Caution Defense System Ahead"
engineersdecor:sign_factoryarea, Sign "Factory Area"
engineersdecor:sign_exit, Exit Sign
engineersdecor:sign_decor, Sign Plate (Engineer's decor)
engineersdecor:treated_wood_side_table, Treated Wood Side Table
engineersdecor:halfslab_rebar_concrete, Rebar Concrete Slice
engineersdecor:halfslab_concrete, Concrete Slice
engineersdecor:halfslab_treated_wood, Treated Wood Slice
engineersdecor:halfslab_sheetmetal_iron, Iron Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_steel, Steel Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_copper, Copper Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_gold, Gold Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_aluminum, Aluminum Sheet Metal Slice
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
immersiveengineering:metal_decoration2:8, Aluminium Structural Arm
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs0, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs1, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs2, Aluminium Scaffolding Stairs
immersiveengineering:metal_ladder:0, Metal Ladder
immersiveengineering:metal_ladder:1, Scaffold Covered Ladder
immersiveengineering:metal_ladder:2, Scaffold Covered Ladder
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
